run_id,run_timestamp,test_id,area,priority,type,title,tags,status,duration_ms,retries,error_message
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-1501,API,,Security,GET /rest/user/whoami without a token returns an empty user,@everstage-qa @security,passed,5,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-111,API,,Negative,DOCUMENTED VULN: Missing expMonth is accepted on default Juice Shop,@everstage-qa @negative @task3,passed,86,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-1502,API,,Positive,GET /rest/user/security-question returns the question for a known email,@everstage-qa @positive,passed,37,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-112,API,,Negative,DOCUMENTED VULN: Missing expYear is accepted on default Juice Shop,@everstage-qa @negative @task3,passed,46,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-1302,API,,Positive,GET /api/Complaints returns a list,@everstage-qa @positive,passed,60,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-113,API,,Negative,Reject card with non-numeric expMonth string,@everstage-qa @negative @task3,passed,24,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-1303,API,,Security,Complaint without auth token is rejected,@everstage-qa @security,passed,26,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-1503,API,,Security,DOCUMENTED VULN: security-question endpoint is an enumeration oracle,@everstage-qa @security,passed,55,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-114,API,,Negative,Reject card with negative expMonth,@everstage-qa @negative @task3,passed,30,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-1304,API,,Security,XSS payload in complaint message is stored as a literal string,@everstage-qa @security,passed,66,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-120,API,,Security,SQL-injection payload in fullName is stored as a literal string,@everstage-qa @security @task3,passed,87,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-121,API,,Security,XSS payload in fullName is stored verbatim and not interpreted server-side,@everstage-qa @security @task3,passed,51,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-122,API,,Security,Cannot create a card on another userId via mass-assignment,@everstage-qa @security @task3,passed,41,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-123,API,,Security,Tampered JWT signature is rejected,@everstage-qa @security @task3,passed,19,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-124,API,,Security,Oversized fullName payload (10KB) does not crash the server,@everstage-qa @security @task3,passed,52,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-130,API,,Boundary,expMonth=1 (lower valid bound) is accepted,@boundary @everstage-qa @task3,passed,36,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-131,API,,Boundary,expMonth=12 (upper valid bound) is accepted,@boundary @everstage-qa @task3,passed,28,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-132,API,,Boundary,expYear=2080 (lower valid bound) is accepted,@boundary @everstage-qa @task3,passed,28,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-133,API,,Boundary,expYear=2100 (just past upper bound) is rejected,@boundary @everstage-qa @task3,passed,55,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-134,API,,Boundary,cardNum at 16-digit standard length is accepted,@boundary @everstage-qa @task3,passed,105,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-100,UI,P1,Positive,Login succeeds with valid credentials,@everstage-qa @task1,passed,1241,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-1500,UI,,Positive,Wallet page renders the current balance,@everstage-qa @positive,passed,1343,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-140,API,,Load,10 cards created concurrently all return 201,@everstage-qa @load @task3,passed,969,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-110,UI,,Negative,Whitespace-only email/password is rejected,@everstage-qa @negative @task1,passed,956,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-1501,UI,,Positive,Last login IP page is reachable,@everstage-qa @positive,passed,1407,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-111,UI,,Negative,Login fails when password case is wrong,@everstage-qa @negative @task1,passed,917,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-1502,UI,,Positive,Privacy & Security menu route loads without redirect,@everstage-qa @positive,passed,1028,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-001,UI,P1,Positive,User can add card details from My Payment Options,@everstage-qa @task2,passed,4214,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-112,UI,,Negative,Email field trimmed-only spaces keeps button disabled,@everstage-qa @negative @task1,passed,1010,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-120,UI,,Security,DOCUMENTED VULN: SQL-injection email comment bypass logs in as admin on default Juice Shop,@everstage-qa @security @task1,passed,894,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-API-141,API,,Load,25 cards created sequentially all return 201,@everstage-qa @load @task3,passed,3789,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-1503,UI,,Positive,Two-factor authentication setup page is reachable,@everstage-qa @positive,passed,1506,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-121,UI,,Security,XSS payload in email field is not executed,@everstage-qa @security @task1,passed,680,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-122,UI,,Security,Error message does not disclose whether the email exists,@everstage-qa @security @task1,passed,685,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-1504,UI,,Positive,Data-export page is reachable,@everstage-qa @positive,passed,1420,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-010,UI,,Negative,Submit stays disabled when only the name is filled,@everstage-qa @negative @task2,passed,2538,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-130,UI,,Boundary,Very long email input is handled without crashing,@boundary @everstage-qa @task1,passed,719,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-1505,UI,,Positive,Complain page is reachable for logged-in users,@everstage-qa @positive,passed,937,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-131,UI,,Boundary,Very long password input is handled without crashing,@boundary @everstage-qa @task1,passed,777,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-1600,UI,,Positive,Privacy policy page is reachable without login,@everstage-qa @positive,passed,754,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-1601,UI,,Positive,Photo wall page is reachable without login,@everstage-qa @positive,passed,351,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-1602,UI,,Positive,Track-result lookup page is reachable,@everstage-qa @positive,passed,355,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-011,UI,,Negative,Submit stays disabled when card number is missing,@everstage-qa @negative @task2,passed,2503,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-1603,UI,,Negative,403 error page renders the error layout,@everstage-qa @negative,passed,303,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-012,UI,,Negative,Non-digit keystrokes are filtered by the Card Number field,@everstage-qa @negative @task2,passed,2084,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-020,UI,,Security,"XSS payload in cardholder name is rendered as text, not script",@everstage-qa @security @task2,passed,3049,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-021,UI,,Security,SQL-injection style cardholder name is treated as a literal string,@everstage-qa @security @task2,passed,4056,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-030,UI,,Boundary,Card with minimum allowed expiry year (2080) is accepted,@boundary @everstage-qa @task2,passed,3093,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-031,UI,,Boundary,Card with maximum offered expiry year (2099) is accepted,@boundary @everstage-qa @task2,passed,3069,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-032,UI,,Boundary,Cardholder name at long boundary (200 chars) is accepted,@boundary @everstage-qa @task2,passed,3132,0,
2026-05-08T15-28-22-581Z,2026-05-08T15:28:22.581Z,TC-UI-040,UI,,Load,Adding 5 cards in rapid succession all succeed and are listed,@everstage-qa @load @task2,passed,7496,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-001,API,P1,Positive,Add unique card details via /api/Cards/,@everstage-qa @task3,passed,85,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-110,API,,Negative,DOCUMENTED VULN: Missing cardNum is accepted on default Juice Shop,@everstage-qa @negative @task3,passed,71,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-1400,API,,Positive,GET /rest/captcha returns a math captcha and answer pair,@everstage-qa @positive,passed,59,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-1401,API,,Security,DOCUMENTED VULN: /rest/captcha leaks the correct answer in the response,@everstage-qa @security,passed,41,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-111,API,,Negative,DOCUMENTED VULN: Missing expMonth is accepted on default Juice Shop,@everstage-qa @negative @task3,passed,71,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-1402,API,,Positive,GET /rest/image-captcha returns an SVG payload (authenticated),@everstage-qa @positive,passed,76,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-1403,API,,Security,GET /rest/image-captcha without auth is rejected,@everstage-qa @security,passed,12,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-112,API,,Negative,DOCUMENTED VULN: Missing expYear is accepted on default Juice Shop,@everstage-qa @negative @task3,passed,85,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-1000,API,,Positive,GET /api/Deliverys returns the catalog of delivery methods,@everstage-qa @positive,passed,87,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-113,API,,Negative,Reject card with non-numeric expMonth string,@everstage-qa @negative @task3,passed,38,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-1001,API,,Security,DOCUMENTED VULN: GET /api/Deliverys is reachable without authentication,@everstage-qa @security,passed,40,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-1100,API,,Positive,GET /rest/track-order/{id} returns a tracking record,@everstage-qa @positive,passed,8,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-114,API,,Negative,Reject card with negative expMonth,@everstage-qa @negative @task3,passed,44,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-1101,API,,Negative,GET /rest/track-order/{nonexistent} still returns 200 with empty data,@everstage-qa @negative,passed,12,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-1102,API,,Security,Track-order id with traversal characters does not crash the server,@everstage-qa @security,passed,14,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-900,API,,Positive,POST /api/Recycles creates a recycle request,@everstage-qa @positive,passed,144,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-1200,API,,Positive,GET /rest/2fa/status returns setup state for the user,@everstage-qa @positive,passed,38,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-1300,API,,Positive,POST /api/Complaints creates a complaint,@everstage-qa @positive,passed,139,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-1201,API,,Security,POST /rest/2fa/setup with a tampered initialToken is rejected,@everstage-qa @security,passed,29,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-1202,API,,Security,GET /rest/2fa/status without a token is rejected,@everstage-qa @security,passed,28,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-901,API,,Security,DOCUMENTED VULN: Recycle request is created with UserId=null,@everstage-qa @security,passed,76,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-120,API,,Security,SQL-injection payload in fullName is stored as a literal string,@everstage-qa @security @task3,passed,144,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-902,API,,Security,Recycle request without auth token is rejected,@everstage-qa @security,passed,18,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-1301,API,,Security,DOCUMENTED VULN: Complaint stored with UserId=null,@everstage-qa @security,passed,81,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-700,API,,Positive,GET /rest/wallet/balance returns the user balance,@everstage-qa @positive,passed,58,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-121,API,,Security,XSS payload in fullName is stored verbatim and not interpreted server-side,@everstage-qa @security @task3,passed,68,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-701,API,,Security,GET /rest/wallet/balance without auth is rejected,@everstage-qa @security,passed,23,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-903,API,,Negative,DOCUMENTED VULN: Recycle accepts negative quantity,@everstage-qa @negative,passed,75,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-702,API,,Security,GET /rest/wallet/balance with tampered JWT is rejected,@everstage-qa @security,passed,30,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-1302,API,,Positive,GET /api/Complaints returns a list,@everstage-qa @positive,passed,82,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-122,API,,Security,Cannot create a card on another userId via mass-assignment,@everstage-qa @security @task3,passed,63,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-1500,API,,Positive,GET /rest/user/whoami returns the current user when authenticated via cookie,@everstage-qa @positive,passed,27,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-1501,API,,Security,GET /rest/user/whoami without a token returns an empty user,@everstage-qa @security,passed,9,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-1303,API,,Security,Complaint without auth token is rejected,@everstage-qa @security,passed,57,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-123,API,,Security,Tampered JWT signature is rejected,@everstage-qa @security @task3,passed,49,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-1502,API,,Positive,GET /rest/user/security-question returns the question for a known email,@everstage-qa @positive,passed,60,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-904,API,,Security,"DOCUMENTED VULN: GET /api/Recycles/{id} returns ALL recycles, not just the requested id",@everstage-qa @security,passed,131,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-1304,API,,Security,XSS payload in complaint message is stored as a literal string,@everstage-qa @security,passed,64,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-124,API,,Security,Oversized fullName payload (10KB) does not crash the server,@everstage-qa @security @task3,passed,56,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-1503,API,,Security,DOCUMENTED VULN: security-question endpoint is an enumeration oracle,@everstage-qa @security,passed,47,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-130,API,,Boundary,expMonth=1 (lower valid bound) is accepted,@boundary @everstage-qa @task3,passed,37,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-131,API,,Boundary,expMonth=12 (upper valid bound) is accepted,@boundary @everstage-qa @task3,passed,25,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-132,API,,Boundary,expYear=2080 (lower valid bound) is accepted,@boundary @everstage-qa @task3,passed,28,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-133,API,,Boundary,expYear=2100 (just past upper bound) is rejected,@boundary @everstage-qa @task3,passed,26,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-134,API,,Boundary,cardNum at 16-digit standard length is accepted,@boundary @everstage-qa @task3,passed,34,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-140,API,,Load,10 cards created concurrently all return 201,@everstage-qa @load @task3,passed,301,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-100,UI,P1,Positive,Login succeeds with valid credentials,@everstage-qa @task1,passed,1294,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-1500,UI,,Positive,Wallet page renders the current balance,@everstage-qa @positive,passed,1312,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-110,UI,,Negative,Whitespace-only email/password is rejected,@everstage-qa @negative @task1,passed,969,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-1501,UI,,Positive,Last login IP page is reachable,@everstage-qa @positive,passed,1139,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-111,UI,,Negative,Login fails when password case is wrong,@everstage-qa @negative @task1,passed,740,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-1502,UI,,Positive,Privacy & Security menu route loads without redirect,@everstage-qa @positive,passed,1056,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-112,UI,,Negative,Email field trimmed-only spaces keeps button disabled,@everstage-qa @negative @task1,passed,895,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-API-141,API,,Load,25 cards created sequentially all return 201,@everstage-qa @load @task3,passed,4314,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-120,UI,,Security,DOCUMENTED VULN: SQL-injection email comment bypass logs in as admin on default Juice Shop,@everstage-qa @security @task1,passed,1020,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-1503,UI,,Positive,Two-factor authentication setup page is reachable,@everstage-qa @positive,passed,1597,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-001,UI,P1,Positive,User can add card details from My Payment Options,@everstage-qa @task2,passed,5170,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-121,UI,,Security,XSS payload in email field is not executed,@everstage-qa @security @task1,passed,596,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-122,UI,,Security,Error message does not disclose whether the email exists,@everstage-qa @security @task1,passed,767,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-1504,UI,,Positive,Data-export page is reachable,@everstage-qa @positive,passed,1481,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-130,UI,,Boundary,Very long email input is handled without crashing,@boundary @everstage-qa @task1,passed,750,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-1505,UI,,Positive,Complain page is reachable for logged-in users,@everstage-qa @positive,passed,962,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-131,UI,,Boundary,Very long password input is handled without crashing,@boundary @everstage-qa @task1,passed,695,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-010,UI,,Negative,Submit stays disabled when only the name is filled,@everstage-qa @negative @task2,passed,2872,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-1600,UI,,Positive,Privacy policy page is reachable without login,@everstage-qa @positive,passed,582,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-1601,UI,,Positive,Photo wall page is reachable without login,@everstage-qa @positive,passed,349,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-1602,UI,,Positive,Track-result lookup page is reachable,@everstage-qa @positive,passed,320,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-1603,UI,,Negative,403 error page renders the error layout,@everstage-qa @negative,passed,357,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-011,UI,,Negative,Submit stays disabled when card number is missing,@everstage-qa @negative @task2,passed,2300,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-012,UI,,Negative,Non-digit keystrokes are filtered by the Card Number field,@everstage-qa @negative @task2,passed,2255,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-020,UI,,Security,"XSS payload in cardholder name is rendered as text, not script",@everstage-qa @security @task2,passed,3605,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-021,UI,,Security,SQL-injection style cardholder name is treated as a literal string,@everstage-qa @security @task2,passed,4927,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-030,UI,,Boundary,Card with minimum allowed expiry year (2080) is accepted,@boundary @everstage-qa @task2,passed,3569,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-031,UI,,Boundary,Card with maximum offered expiry year (2099) is accepted,@boundary @everstage-qa @task2,passed,3681,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-032,UI,,Boundary,Cardholder name at long boundary (200 chars) is accepted,@boundary @everstage-qa @task2,passed,3762,0,
2026-05-08T15-37-12-493Z,2026-05-08T15:37:12.493Z,TC-UI-040,UI,,Load,Adding 5 cards in rapid succession all succeed and are listed,@everstage-qa @load @task2,passed,9406,0,
2026-05-08T15-38-01-053Z,2026-05-08T15:38:01.053Z,TC-API-1400,API,,Positive,GET /rest/captcha returns a math captcha and answer pair,@everstage-qa @positive,passed,41,0,
2026-05-08T15-38-01-053Z,2026-05-08T15:38:01.053Z,TC-API-1401,API,,Security,DOCUMENTED VULN: /rest/captcha leaks the correct answer in the response,@everstage-qa @security,passed,22,0,
2026-05-08T15-38-01-053Z,2026-05-08T15:38:01.053Z,TC-API-1402,API,,Positive,GET /rest/image-captcha returns an SVG payload (authenticated),@everstage-qa @positive,passed,41,0,
2026-05-08T15-38-01-053Z,2026-05-08T15:38:01.053Z,TC-API-1403,API,,Security,GET /rest/image-captcha without auth is rejected,@everstage-qa @security,passed,14,0,
